,name,latitude,longitude,price,hostStart,propType
273,Private Entrance Garden Studio ,21.28585,-157.81128,125.00,2012-04-26,Guest suite
274,Makahuena #3101 Ekolu Building - Oceanfront & AC!,21.87078,-159.44619,438.00,2016-10-26,Apartment
275,Shearer Bliss Oceanfront Condo,20.79426,-156.50875,179.00,2012-04-29,Serviced apartment
276,"Koa Resort 3D 1bd/1ba, AC/WIFI/Pool",20.762970000000003,-156.45689,155.00,2009-04-15,Condominium
277,Tiki Studio With Views of the Ocean,19.636329999999997,-155.98703,122.00,2012-03-23,House
278,Garden Room Studio,19.63787,-155.98752,122.00,2012-03-23,Apartment
279,Plumeria Rm with views of the coast,19.63739,-155.98696,110.00,2012-03-23,House
280,Hualalai Studio,19.63717,-155.98598,110.00,2012-03-23,Apartment
281,Ainani Jade Ohana- Downstairs Unit,19.42707,-155.21604,60.00,2012-04-11,House
282,Rainbow B&B oceanview boat room,19.49645,-155.92008,99.00,2011-04-15,Bed and breakfast
283,THE LOTUS GARDEN -DowntownHilo/ 3BR Cottage,19.72181,-155.08518999999998,130.00,2012-04-12,Cottage
284,Tropical Ocean Breeze Cottage for Two.,19.303810000000002,-155.86808,86.00,2012-05-04,Cottage
285,THE LOTUS GARDEN-Sweet Room/Downtown Hilo,19.72137,-155.08448,100.00,2012-04-12,Cottage
286,Coffee Villa in Tropical Paradise,19.5445,-155.93135,219.00,2012-05-04,Condominium
287,OCEAN VIEW!  EXPLORE THE WAIPIO VALLEY,20.11564,-155.56385,89.00,2011-12-21,Cottage
288,Beautiful Condo in Historic Lahaina with Two Pools,20.874760000000002,-156.67395,300.00,2012-05-07,Condominium
289,STUDIO near Magic Sands Beach Kona,19.59045,-155.9713,80.00,2012-05-10,Guest suite
290,Open Space Triangle House  Ocean . Stars . Explore,19.40067,-154.91971,105.00,2013-01-05,House
291,Sheffield  Studio Avail.  (Phone number hidden by Airbnb),21.39803,-157.7369,129.00,2012-05-17,House
292,Garden Suite Open:  Nov. 1- Dec. 20 +,21.398670000000003,-157.7372,159.00,2012-05-17,House
293,Lux Modern Home . Star Gazing . Ocean & Explore,19.39961,-154.92132,109.00,2013-01-05,House
294,Dragonfly Cabin,19.4641,-154.84887,115.00,2012-05-23,Cabin
295,Waikiki Panoramic ocean view Studio,21.28056,-157.82542,85.00,2012-05-24,Condominium
296,Cozy Studio Apt . Ocean . Starry Nights . Explore,19.39929,-154.92116000000001,58.00,2013-01-05,Apartment
297,Butterfly Cabin,19.46472,-154.84962,115.00,2012-05-23,Cabin
298,Charming Cottage Home near Waikiki,21.28485,-157.81263,350.00,2012-04-26,House
299,Ohana House: Plantation-Style Historical Home,22.04852,-159.33682,340.00,2012-04-06,House
300,The Lovely Lilikoi Cabin,19.46271,-154.85109,75.00,2012-05-23,Cabin
301,The Mango Cabin 1/2 mile from ocean,19.4648,-154.85079,85.00,2012-05-23,Cabin
302,The Tranquil & Airy Rollinia Cabin,19.46406,-154.84956,85.00,2012-05-23,Cabin
303,904 Cozy Studio Central Waikiki Penthouse Floor,21.28187,-157.82773999999998,99.00,2012-01-30,Apartment
304,"Coco C: New unit with River Views, Kayaks, Bikes.",22.04874,-159.33858,220.00,2012-04-06,Apartment
305,Peaceful Balinese Teak Cottage and Gardens,19.4034,-154.93415,106.00,2012-06-07,Cottage
306,Natural Healing Eco-Retreat in Paradise!,19.00396,-155.66464,118.00,2012-01-30,Cottage
307,"Coco B: New unit with Garden Views, Kayaks, Bikes",22.0485,-159.33675,210.00,2012-04-06,Apartment
308,"Paradise by the Ocean - 2 bedroom, 2 &  1/2 bath",21.869320000000002,-159.44487,225.00,2012-08-13,Condominium
309,NON TOURIST HAWAIIAN CONDO,21.4805,-158.20343,141.00,2012-06-09,Condominium
310,H201 PRESIDENTIAL PRIME OCEAN FRONT EXTRA LARGE,22.06045,-159.32183,793.00,2011-06-28,Condominium
311,"PANE MAKAI ""THE HOUSE"" SLEEPS 14 W/ AC IN POIPU!",21.87562,-159.45014,966.00,2011-06-28,House
312,HUGE (1600 SF) Private Ocean View Sun Deck!!!,21.88271,-159.47628999999998,458.00,2012-06-11,Condominium
313,"Budget Room,  Edge of the World B&B",19.48865,-155.91191,99.00,2012-01-23,House
314,Great ocean view at Gates Beach,19.60513,-155.97196,165.00,2012-06-12,Apartment
315,Go Paddling & Biking from Charming Riverside Canal Cottage A,22.04737,-159.33823,210.00,2012-04-06,Guest suite
316,Canal Cottage B: Charming Plantation-Style Cottage,22.04725,-159.33872,180.00,2012-04-06,Guest suite
317,On the Ocean next door to Beach,19.59546,-155.97187,162.00,2012-05-01,Apartment
318,OCEANFRONT - TOP FLOOR - SUNSETS - VIEWS - PRIVATE,20.97515,-156.67752,149.00,2012-06-13,Condominium
319,NEW REMODEL-GREAT PRICE & LOCATION,20.71704,-156.4466,125.00,2012-06-15,Apartment
320,Explore Big Island: Private Retreat,19.819370000000003,-155.83362,145.00,2012-06-13,House
321,"The Queen Suite, Poipu, South Shore Kauai",21.87521,-159.44288999999998,119.00,2012-06-18,House
322,The Bali House @Kehena Beach w/Oceanview hot tub,19.39376,-154.93097,189.00,2009-11-12,House
323,"Poipu Kapili 51 Oceanfront Condo, Perfect Location",21.878239999999998,-159.46522,475.00,2012-06-18,Condominium
324,Hale ‘Apapane in beautiful Volcano,19.43289,-155.22697,214.00,2011-07-10,House
325,Kaanapali Alii Ocean Front Villa,20.91678,-156.69652,"1,584.00",2011-08-04,Resort
326,Comfortable☆1BR.@ Kapahulu,21.27648,-157.81461000000002,110.00,2012-06-22,Apartment
327,'STAY KONA' BAMBOO 1/1  QUAINT!,19.71901,-155.98338999999999,80.00,2011-03-15,Guest suite
328,Steps to the Beach - Kailua Kona Condo,19.628429999999998,-155.9871,120.00,2012-06-24,Condominium
329,Deluxe Turtle Bay Condo,21.70124,-157.99389,137.00,2011-07-17,Condominium
330,Tropical Oasis in World Class Area,21.88274,-159.46871000000002,153.00,2012-06-25,Condominium
331,SUMMER SPECIAL AT THE PALMS AT WAILEA,20.69924,-156.43988000000002,275.00,2012-06-25,Apartment
332,Canalfront balcony room Kailua Bch,21.42253,-157.74667,135.00,2012-06-26,House
333,115 NT SEPTEMBER  READ OUR 5 STAR REVIEWS,20.01951,-155.74327,159.00,2012-06-28,House
334,Aloha Nature Lovers,19.96513,-155.22034,75.00,2011-08-18,Cabin
335,Oceanfront Ginger Cottage at Lani Paradise,20.92163,-156.37275,499.00,2012-03-09,Cottage
336,"Suite in Hawaii House, amazing view",19.099429999999998,-155.74579,70.00,2012-07-02,Guest suite
337,TurtleBay Resort Swanky Townhome,21.70035,-157.99413,350.00,2012-07-02,Townhouse
338,Wailuku Guesthouse Wasabi Room Maui,20.885170000000002,-156.50019,169.00,2011-11-12,House
339,Hale Melemele - Optional car rental available,19.49567,-154.90622,108.00,2012-07-06,House
340,Ainalani,22.22235,-159.47583,75.00,2012-07-06,House
341,Affordable Accomodations in Maui,20.71677,-156.44617,100.00,2012-07-06,Condominium
342,Wailuku Guesthouse Plantation Room,20.88649,-156.50026,149.00,2011-11-12,House
343,Luxury Ocean View Beach Villa 2B2B,21.33486,-158.12035,518.00,2012-07-08,Condominium
344,Panoramic Ocean View Estate,19.979110000000002,-155.24421,195.00,2012-04-30,House
345,Maui Condo across fm Kam II beach,20.71839,-156.44551,100.00,2012-07-06,Apartment
346,Wailuku Guesthouse Hibiscus Room,20.884729999999998,-156.50025,129.00,2011-11-12,House
347,"Paia Beach Luxury Home, 10 Steps White Sandy Beach",20.9164,-156.38154,575.00,2012-04-17,House
348,Absolute Oceanfront Property!!!,19.57218,-155.96576000000002,170.00,2012-07-12,Condominium
349,Great studio/NOT a shared space,22.22111,-159.47668000000002,96.00,2012-07-03,Apartment
350,"Wailuku Guesthouse, Mill room, Maui",20.886210000000002,-156.49983,159.00,2011-11-12,House
351,Rainbows~Waterfalls~Walk 2 Beach !!,22.20267,-159.5001,320.00,2010-10-18,House
352,Hawaii Nature Retreat ,19.26804,-155.47867,125.00,2012-07-15,House
353,Cozy♡1BR Dog Friendly apt. @ Kapahulu,21.27628,-157.81407,100.00,2012-06-22,Apartment
354,Hilo's Best Kept Secret!,19.73096,-155.08838,141.00,2012-07-16,House
355,Romantic Oceanfront Resort - Turtle Beach,20.96095,-156.68397,218.00,2012-07-16,Apartment
356,#1 TRACY’S TROPICAL TREASURES:VOTED #1 IN MAUI!,20.766189999999998,-156.4572,174.00,2009-02-07,Apartment
357,A Comfortable Hilotown Stay,19.725620000000003,-155.09273000000002,78.00,2012-07-16,House
358,Ocean & golf course views!! 3 BR/2BA Sleeps 7,19.56696,-155.9606,158.00,2012-07-22,Condominium
359,"Kailua, home, yard, BBQ, 7min bch/twn, 30 day min.",21.38035,-157.72895,289.00,2012-06-08,House
360,OMG! Fab Condo on Poipu Beach Kauai,21.87529,-159.4583,295.00,2012-07-26,Condominium
361,Sale: Romantic Maui: 25' from Ocean,20.97237,-156.67913000000001,179.00,2012-07-28,Apartment
362,Kealakekua Bay Cottage With A View!,19.47193,-155.90057,125.00,2012-08-01,Cabin
363,Bamboo View Suite at Bamboo Valley Inn,20.89658,-156.30443,195.00,2012-08-02,House
364,Haleakala Suite at Bamboo Valley Inn,20.89725,-156.30365,157.00,2012-08-02,House
365,** ELEMENTAL LAVA LOFT with EPIC Volcano Views! **,19.35163,-154.98846,95.00,2010-01-10,House
366,**MAGICAL LAVA TEMPLE with EPIC Volcano Views**,19.34937,-154.98799,111.00,2010-01-10,Cottage
367,TROPICAL STUDIO IN WAIKIKI (1) ~ FREE PARKING #607,21.28086,-157.82846,175.00,2012-08-03,Apartment
368,Beautiful Kona  Condo Retreat,19.60211,-155.96191000000002,95.00,2012-08-07,Condominium
369,Breathtaking View of Kealakekua Bay,19.47723,-155.91263,150.00,2012-06-02,House
370,Waimea Garden Getaway w/ Hot Tub,20.02573,-155.67765,135.00,2012-08-08,Guest suite
371,Green Sands Room,19.05975,-155.61532,149.00,2012-08-08,Bed and breakfast
372,Deluxe Queen,19.058989999999998,-155.61571999999998,149.00,2012-08-08,Bed and breakfast
373,Lava Suite,19.05954,-155.61547,195.00,2012-08-08,Bed and breakfast
374,Elegant on acre gated acre estate,19.6914,-155.97861,200.00,2012-08-08,Guest suite
375,5 Star Luxury Oceanfront Condo at Puu Poa,22.221999999999998,-159.49445,400.00,2014-02-12,Condominium
376,KAI at Pohailani Condo on MAUI  2br,20.972579999999997,-156.67989,180.00,2012-08-11,Condominium
377,PRIVATE & SERENE 5 STAR COTTAGE NEAR BEST BEACHES,20.01995,-155.74324,119.00,2012-06-28,Cottage
378,Aloha from Malulani Green Haven,19.64682,-155.98148999999998,250.00,2012-08-13,House
379,Ali'i Suite at Dragonfly Ranch,19.43414,-155.89096,200.00,2010-09-05,Bed and breakfast
380,Lomilomi Suite at Dragonfly Ranch,19.4362,-155.89007,200.00,2010-09-05,Bed and breakfast
381,Writers Studio at Dragonfly Ranch,19.43433,-155.89121,175.00,2010-09-05,Apartment
382,Dragonfly Room at Dragonfly Ranch,19.43499,-155.89019,125.00,2010-09-05,Bed and breakfast
383,Kona Coffee Vacation Rental Holualoa,19.67771,-155.96629,149.00,2012-08-13,Guest suite
384,Dolphin Room at Dragonfly Ranch,19.436320000000002,-155.88981,100.00,2010-09-05,Bed and breakfast
385,HALEKALANI - Paradise in Upcountry,20.77008,-156.31956,250.00,2012-08-12,Cottage
386,Lanai view Suite + balcony 5 mins from the beach,20.899060000000002,-156.68186,210.00,2009-11-12,Guesthouse
387,Queen Sized Standard Room,20.89937,-156.68223,139.00,2009-11-12,House
388,"Charming, Unique Log House Retreat",20.86795,-156.31392,650.00,2012-08-16,Cabin
389,"Fab Beach Condo-Low , Slp.4, Xtras! GOOD REVIEWS!",20.72458,-156.44803000000002,150.00,2011-03-26,Condominium
390,Lovely Studio Apartment Near Hilo,19.58608,-155.00618,50.00,2012-08-18,Guest suite
391,"Plumeria Vacation Retreat, 2 houses- 5 bedrooms",19.50701,-154.90308000000002,219.00,2012-07-06,House
392,"Hale Maluhia 3br, Optional car rental available",19.50744,-154.90209,104.00,2012-07-06,House
393,Wonderful Waikiki Skytower  King bed and sofa bed,21.27899,-157.82374,175.00,2012-08-21,Condominium
394,Queen [Honeymoon] Suite,19.36411,-155.87333,290.00,2012-08-21,Bed and breakfast
395,King Suite #1,19.364179999999998,-155.87266,290.00,2012-08-21,Bed and breakfast
396,The Palmwood (West Room),22.190279999999998,-159.34541000000002,368.00,2011-09-22,Bed and breakfast
397,The Palmwood (East Room),22.19155,-159.34401,334.00,2011-09-22,Bed and breakfast
398,The Palmwood (Upper Suite),22.189970000000002,-159.34361,396.00,2011-09-22,Bed and breakfast
399,"""SeaBreeze""BeachFront Ilikai Marina (Legal Rental)",21.28481,-157.83966,149.00,2012-08-20,Apartment
400, Menehune Shores - 1BedRoom #316,20.76282,-156.45723999999998,135.00,2012-08-09,Apartment
401,Menehune Shores - 2BedRoom #123,20.764329999999998,-156.45909,250.00,2012-08-09,Apartment
402,Menehune Shores - 2BedRoom #221,20.763560000000002,-156.4578,210.00,2012-08-09,Apartment
403, Menehune Shores - 3BedRoom #118,20.76255,-156.45809,350.00,2012-08-09,Apartment
404,"HALE MALA HINA~ TREE TOP LIVING, 2BD-Value",20.974510000000002,-156.67844,200.00,2012-08-24,Apartment
405,Fabulous Regency 2 bd 2 ba Condo in Poipu Kai!,21.875220000000002,-159.44646,175.00,2011-04-04,Apartment
406,Waikiki wonderful view Studio,21.28654,-157.83319,68.00,2012-05-24,Condominium
407,BASIC 2B/1BA on LEEWARD OAHU,21.34712,-158.08481,75.00,2012-08-29,Guest suite
408,"Clean, Simple, Private One Bedroom Unit",21.34742,-158.08491999999998,59.00,2012-08-29,Guest suite
409,Yoga & Spa at Hawaiian Sanctuary Retreat Center,19.48246,-154.94348,99.00,2012-08-29,Nature lodge
410,Kihei B & B Papaya or Mango Suite,20.70833,-156.43612,250.00,2011-08-16,Apartment
411,"Peaceful, former Buddhist Temple",19.990170000000003,-155.2436,139.00,2011-07-25,House
412,Kihei B&B Pineapple Suite,20.70863,-156.43812,225.00,2011-08-16,Bed and breakfast
413,Hilo’s Premiere Location,19.72327,-155.08879,77.00,2012-07-16,House
414,Kihei B&B Mango Suite or Papaya Suite,20.709,-156.43656000000001,250.00,2011-08-16,Bed and breakfast
415,Enjoy Paradise Kipuka'ohia Cottage,19.565170000000002,-154.95705,90.00,2012-09-01,Cottage
416, Enjoy Paradise Kahalekula Cottage,19.5644,-154.95655,90.00,2012-09-01,Cottage
417,Enjoy Paradise Nakukui Cottage,19.56417,-154.95744,80.00,2012-09-01,Cottage
418,Bright Tiled Room w/Outdoor Living Area & Hot Tub,19.711370000000002,-155.09168,44.00,2012-09-02,House
419,Relax & Enjoy Mt. & Ocean Views,20.712329999999998,-156.4422,150.00,2012-09-05,Condominium
420,This Ocean Front Condo Is Magic!,19.59596,-155.97198999999998,150.00,2012-09-10,Condominium
421,"3506, Beautiful 2 BR/2BTH 2 Studio Apartments",21.28752,-157.83306000000002,169.00,2012-01-30,Condominium
422,Waimea Home with Ocean & Mt. Views!,20.02805,-155.67995,325.00,2012-08-08,House
423,Upscale Adventure Retreat for Volcano & Ocean,19.43317,-155.2271,165.00,2012-08-27,House
424,Maui Meadows Bed & Breakfast Queen,20.70084,-156.43266,125.00,2012-09-22,Bed and breakfast
425,A TROPICAL STUDIO...NEWLY REMODELED,20.76507,-156.45838999999998,165.00,2012-09-23,Apartment
426,Tropical garden apartment,19.6936,-155.97541999999999,80.00,2012-09-24,Apartment
427,Room in Honolulu- Malia Room,21.32883,-157.84721000000002,41.00,2012-09-22,House
428,"Vistas E304, Top Fl. w/Ocean View, Close to Beach",19.92136,-155.88775,189.00,2012-09-25,Apartment
429,‘’Steps to Beach’’ South Maui Condo,20.71679,-156.44681,110.00,2012-10-02,Apartment
430,Hale Hulili,19.603679999999997,-154.96347,100.00,2012-09-26,House
431,OCEAN VIEW CLIFF APT W/ MARRIOTT POOL USE INCLUDED,21.95886,-159.3475,346.00,2011-06-28,Condominium
432,Secret Falls Retreat  Pool View Rm,22.048920000000003,-159.36793,230.00,2012-06-16,Bed and breakfast
433,The Perfect Place For Your Next Vacation,20.70934,-156.43733999999998,975.00,2012-09-28,House
434,Uli Kai Hale - The Blue Sea House,19.613870000000002,-154.94787,275.00,2013-07-09,House
435,3 Bedroom Great Quiet Location Close To Beach,20.70895,-156.4373,450.00,2012-09-28,House
436,BEST MAUI BEACH CABANA,20.85726,-156.66557,375.00,2009-10-12,Townhouse
437,Kihei Family-Size Condo across from Kamaole Beach!,20.72093,-156.44527,165.00,2012-04-14,Condominium
438,Rooms in Honolulu- Kalei Room,21.32825,-157.84599,41.00,2012-09-22,House
439,The Honu Villa at The Villages at Mauna Lani,19.94361,-155.8578,750.00,2012-10-07,House
440,Horses and Waterfalls,19.9647,-155.22048,126.00,2011-08-18,Cabin
441,Romantic Bliss Maui,20.76312,-156.45837,149.00,2012-10-08,Apartment
442,Haleakala Cottage - Private Hot Tub!,20.90989,-156.218,265.00,2012-03-01,Cottage
443,Star Lookout - Ocean Views from the Hot Tub!,20.91036,-156.21736,295.00,2012-03-01,Cabin
444,"Romantic ""Rainbow Lookout"" - Stars Galore!",20.91214,-156.21501,375.00,2012-03-01,Cabin
445,Ocean Front Beach Condo just 55 Steps to the Sand,20.78568,-156.46538,185.00,2012-10-21,Apartment
446,Bedroom plus loft,22.220670000000002,-159.47746999999998,170.00,2012-07-03,Apartment
447,"Beautiful 2 bedroom villa, Special golf rates",19.92696,-155.8786,300.00,2012-10-23,Condominium
448,Hale Ohia Nui Nestled in the Forest,19.50178,-154.91159,90.00,2012-09-26,House
449,Ocean View 3 bedroom,21.4133,-157.76889,199.00,2011-08-09,House
450,13 Ka'anapali's ~ International Colony Club 13,20.933020000000003,-156.68976999999998,195.00,2011-09-06,Cottage
451,Mango Tree House @ Mangolani - Paia,20.90985,-156.37513,283.00,2011-06-25,Treehouse
452,Volcano Bamboo View/Hot tub /100.00,19.43674,-155.17777,100.00,2011-09-15,Cabin
453,SummerSpecial EnchantingTropicalCottage wOceanView,19.56299,-155.96165,110.00,2012-11-02,Guesthouse
454,"The Sunset Villa- Beach Tower 606, Ko Olina Resort",21.3349,-158.12311,480.00,2012-05-16,Apartment
455,Kailua Blue Ocean Breeze Luxury Oasis/Across Beach,21.41028,-157.746,325.00,2011-09-17,House
456,Lani Kai Gardens - Cozy Sunset Cottage,19.43068,-155.88463000000002,150.00,2012-07-26,Guesthouse
457,papaya patch room # 1,21.45811,-158.20189,30.00,2012-08-25,House
458,Secret Falls Retreat Valley View Rm,22.04863,-159.36688,230.00,2012-06-16,House
459,Wailea Sunset Condo - Ocean View,20.68615,-156.43502,240.00,2012-11-10,Townhouse
460,Napili Bay’s Finest.... Hale Kalani,20.99428,-156.6642,595.00,2012-11-12,Townhouse
461,Hale Kai O Kihei #202 - 1BR Oceanfront Condo!,20.74855,-156.45703,168.00,2012-04-16,Condominium
462,Hip Modern Ocean Front Real One Bdr,21.28361,-157.83771000000002,145.00,2012-11-03,Condominium
463,Aloha Hideaway Big Island Hawaii,19.55738,-154.89678999999998,85.00,2012-11-16,House
464,Amazing Location! Sunny and Clean,21.28696,-157.83831999999998,115.00,2012-11-17,Apartment
465,Heavenly Hana Paradise - Ho`okipa Surf Suite,20.76355,-155.99493,235.00,2012-11-20,Apartment
466,Magical Coffee Farm & Bioplantation,19.64357,-155.95304,195.00,2012-11-01,House
467,"The Bird Cage, Waikiki Hideaway",21.27228,-157.82093,149.00,2012-11-24,Apartment
468,The Whaler at Ka'anapali Beach!,20.92227,-156.69468,295.00,2012-11-24,Condominium
469,BASIC STUDIO FOR 2,22.226129999999998,-159.4857,80.00,2012-11-18,Guest suite
470,Kailua Palm Studio. Walk to Beach! PERMITTED,21.39754,-157.73393000000002,189.00,2012-11-26,Guesthouse
471,Studio Apartment with Great Views,20.01439,-155.67241,99.00,2012-08-28,Guest suite
472,Carries Guest Suite,19.702820000000003,-155.97226,89.00,2012-11-26,Guest suite
473,"Kailua Kona, Fantastic Ocean View!",19.60484,-155.97523,145.00,2012-12-04,Condominium
474,"Paia town, best little house ever.",20.91538,-156.38028,275.00,2012-12-06,House
475,Kailua Ocean Breeze Beach Studio,21.409489999999998,-157.74604,60.00,2011-09-17,Guesthouse
476,Fabulous Plantation #1712,22.22464,-159.48551,135.00,2010-11-08,Apartment
477,Air Cond. W/Gourmet Kitchen Steps To Poipu Beach,21.87283,-159.44735,272.00,2012-09-24,Townhouse
478,Air Cond Gourmet Kitchen StepsTo Sandy Poipu Beach,21.87268,-159.44701,255.00,2012-09-24,Condominium
479,Modern Beach Home Laie North Shore - 30 Day Stays,21.64794,-157.91755,195.00,2012-12-13,Guest suite
480,Kealakekua Bay Cottage With A View #2,19.46846,-155.90823999999998,105.00,2012-08-01,Guesthouse
481,ISLANDER ON THE BEACH - UNIT 244,22.05346,-159.32856999999998,134.00,2012-12-23,Condominium
482,Sunset beach studio with private outdoor shower,21.67801,-158.03516000000002,95.00,2012-04-19,House
483,"Across from Hana Bay, Upstairs 1 Bedroom 1 Bath",20.76284,-155.99525,195.00,2012-12-27,House
484,Maui 4 bedroom Ocean view with pool & hot tub,20.73447,-156.45558,995.00,2012-12-27,House
485,Welcome to Heaven on Earth,19.432000000000002,-154.93068,85.00,2012-12-28,House
486,Maui Vista 2Beds price includes 14.42% taxes,20.72626,-156.4462,120.00,2012-12-28,Apartment
487,Private Home with Idyllic Garden near Beach,19.40086,-154.93081,125.00,2012-12-30,House
488,OCEAN VIEW!  Art Home 'IPU HALE',19.591910000000002,-155.95474,240.00,2012-01-24,House
